,TRANS_CIS,WEIGHT_CISGENDER_TRANSPOP,Q88,HINC_I,AGE,Q85,RACE_RECODE_CAT5,Q93,SEX,GENDER_IDENTITY,POVERTYCAT_I,Q99,Q200,Q205_I,GEDUCATION,HINC_I_means,HINC_I_strat,CURRENT_SEX
555,1,0.0147284590237,0,7,-0.13539356204040107,1,1,4,0,4,2,0,1,4,4,-0.7376871169953584,0,1
556,1,0.0158021984415,1,9,-1.2639852778039444,1,1,2,0,4,4,0,0,2,4,-0.3167735134841442,1,1
557,1,0.0052828473032,0,12,0.9337985897355873,1,1,4,0,5,4,0,1,2,6,1.1564240988051058,2,0
558,1,0.0215997205297,1,2,-0.49179094596573053,1,1,3,0,4,1,1,0,1,4,-1.316443321823278,0,1
559,1,0.016509774572,0,4,-1.7391817897043835,0,1,3,1,5,2,0,0,2,6,-1.1059865200676708,0,1
560,1,0.0628910393237,1,5,-2.0361796096421583,1,3,4,1,5,2,0,0,2,2,-1.0007581191898673,0,1
561,1,0.0108481947993,1,3,-1.9173804816670483,1,1,3,1,3,1,0,0,1,5,-1.2112149209454746,0,0
562,1,0.0502156415851,1,3,-0.6105900739408403,1,1,3,1,3,1,0,0,3,2,-1.2112149209454746,0,0
563,1,0.0052828473032,0,12,0.9931981537231422,1,1,2,0,4,4,0,1,1,3,1.1564240988051058,2,1
564,1,0.0550458874605,0,13,-0.6105900739408403,0,1,5,1,5,4,0,1,5,6,1.6825661031941237,2,1
565,1,0.0525900590937,0,3,-0.3729918179906207,1,1,4,1,3,1,0,0,1,2,-1.2112149209454746,0,0
566,1,0.006111241843,0,9,-0.13539356204040107,1,5,4,0,4,4,0,0,1,6,-0.3167735134841442,1,1
567,1,0.0628910393237,0,13,-1.442183969766609,0,3,5,0,5,4,0,0,2,2,1.6825661031941237,2,0
568,1,0.0052828473032,0,7,-0.3135922540030658,1,1,2,1,5,3,1,0,2,4,-0.7376871169953584,0,1
569,1,0.0628910393237,0,10,-1.442183969766609,1,4,3,1,5,4,0,1,3,5,-0.053702511289635234,1,1
570,1,0.0102899403285,0,9,-0.016594434065291246,1,5,4,0,4,4,0,0,1,4,-0.3167735134841442,1,1
571,1,0.0064699493384,1,9,-1.6797822257168287,0,1,3,0,5,3,0,0,3,6,-0.3167735134841442,1,0
572,1,0.0238817950507,0,9,-0.9669874578661698,1,1,2,1,5,4,0,0,2,5,-0.3167735134841442,1,1
573,1,0.0628910393237,1,3,-1.5015835337541639,0,3,4,1,5,1,0,0,1,4,-1.2112149209454746,0,1
574,1,0.0628910393237,1,6,-1.442183969766609,0,1,3,0,4,2,0,0,3,2,-0.8955297183120637,0,1
575,1,0.0052828473032,0,11,0.042805129922263666,1,1,3,0,4,4,0,1,3,4,0.2619826913437755,1,1
576,1,0.0198851252545,0,11,-1.1451861498288345,1,1,4,1,5,4,0,0,2,6,0.2619826913437755,1,1
577,1,0.0052828473032,0,12,0.6962003337853676,1,1,5,1,3,4,0,0,1,6,1.1564240988051058,2,0
578,1,0.0090579645288,0,4,0.6368007697978127,1,1,3,1,3,2,0,0,1,2,-1.1059865200676708,0,0
580,1,0.0209499133666,0,9,-1.3827844057790541,0,2,3,1,3,4,0,0,1,5,-0.3167735134841442,1,0
581,1,0.0052828473032,1,3,0.9337985897355873,1,1,2,0,4,2,1,1,1,3,-1.2112149209454746,0,1
582,1,0.0291649889559,0,9,-1.9173804816670483,1,2,2,1,3,2,0,0,5,4,-0.3167735134841442,1,0
583,1,0.0137035510361,0,11,-1.2639852778039444,1,1,3,1,5,4,0,0,2,6,0.2619826913437755,1,1
584,1,0.0076507074266,0,7,-1.1451861498288345,1,1,2,1,3,3,0,0,1,6,-0.7376871169953584,0,0
585,1,0.016906177245,1,9,-2.095579173629713,0,3,2,1,5,3,1,0,4,4,-0.3167735134841442,1,1
586,1,0.0128240481428,0,12,-1.3827844057790541,0,1,3,0,4,4,0,0,1,5,1.1564240988051058,2,1
588,1,0.0092068380011,1,11,-1.9173804816670483,0,1,3,0,4,3,0,0,5,4,0.2619826913437755,1,1
589,1,0.0052828473032,0,7,-0.19479312602795598,0,1,3,0,4,3,0,1,2,6,-0.7376871169953584,0,1
590,1,0.0052828473032,0,11,0.7555998977729226,1,1,3,0,4,4,0,1,4,6,0.2619826913437755,1,1
591,1,0.0052828473032,0,9,0.10220469390981857,1,1,2,1,5,4,0,0,1,5,-0.3167735134841442,1,1
592,1,0.0248909465843,1,12,-1.7391817897043835,0,1,2,1,5,4,0,0,4,4,1.1564240988051058,2,1
593,1,0.0628910393237,0,4,-1.7985813536919386,1,3,4,1,3,2,1,0,1,4,-1.1059865200676708,0,0
594,1,0.0110953556018,0,7,-1.3827844057790541,1,1,2,0,5,3,0,0,1,6,-0.7376871169953584,0,0
595,1,0.0183829021628,1,11,-1.0263870218537248,0,1,1,0,4,3,0,1,5,4,0.2619826913437755,1,1
596,1,0.0628910393237,1,12,-1.9767800456546032,1,4,3,1,5,4,0,0,4,4,1.1564240988051058,2,1
597,1,0.0194085979614,1,3,-1.7985813536919386,0,1,3,1,5,1,0,0,1,4,-1.2112149209454746,0,1
598,1,0.0052828473032,0,10,0.458602077835148,1,1,3,0,4,4,0,0,1,6,-0.053702511289635234,1,1
599,1,0.0052828473032,0,12,0.16160425789737348,1,1,4,0,4,4,0,1,2,5,1.1564240988051058,2,1
600,1,0.0502945077035,0,3,0.33980294986003823,1,2,3,0,4,1,0,0,1,1,-1.2112149209454746,0,1
601,1,0.0067924458091,0,11,-1.5015835337541639,1,1,3,0,4,4,0,0,1,5,0.2619826913437755,1,1
602,1,0.0168060363269,0,12,-0.84818832989106,0,2,3,1,5,4,0,1,1,6,1.1564240988051058,2,1
603,1,0.0098724276878,0,10,-1.0263870218537248,1,1,2,1,5,4,1,0,1,6,-0.053702511289635234,1,1
604,1,0.0052828473032,0,9,0.458602077835148,1,1,4,0,4,4,0,0,2,4,-0.3167735134841442,1,1
605,1,0.0370218093124,0,13,-1.3827844057790541,1,5,3,1,3,4,0,0,1,5,1.6825661031941237,2,0
606,1,0.0265604883659,0,6,-1.6797822257168287,0,1,3,1,5,3,0,0,1,5,-0.8955297183120637,0,1
607,1,0.0056766881038,0,2,0.5180016418227029,1,4,2,0,5,1,1,1,11,6,-1.316443321823278,0,0
610,1,0.0266547138148,0,3,-1.7985813536919386,1,1,3,0,4,1,0,0,1,6,-1.2112149209454746,0,1
611,1,0.0074373707798,0,7,-0.49179094596573053,1,1,3,1,3,3,0,0,2,4,-0.7376871169953584,0,0
612,1,0.0628910393237,0,11,-0.5511905099532854,0,1,5,1,3,4,0,0,3,2,0.2619826913437755,1,0
613,1,0.0065463257721,0,2,0.9931981537231422,1,1,3,0,4,1,0,0,1,2,-1.316443321823278,0,1
614,1,0.0052828473032,0,12,0.3992025138475931,0,4,3,0,4,4,0,1,1,5,1.1564240988051058,2,1
615,1,0.0599740781264,0,12,-1.2639852778039444,0,1,5,0,4,4,0,0,2,2,1.1564240988051058,2,1
616,1,0.0074038214676,0,8,-1.5015835337541639,0,1,4,0,4,2,0,1,5,4,-0.5272303152397513,0,1
617,1,0.0058394753231,0,7,1.111997281698252,1,1,3,0,4,3,0,1,2,4,-0.7376871169953584,0,1
618,1,0.0053235197355,1,4,-0.016594434065291246,1,1,3,0,4,2,1,1,1,3,-1.1059865200676708,0,1
619,1,0.0109440756718,0,11,-0.07599399805284615,1,2,5,0,4,4,0,0,1,5,0.2619826913437755,1,1
620,1,0.0597344985383,1,8,-1.9767800456546032,0,1,2,1,5,3,0,0,2,2,-0.5272303152397513,0,1
621,1,0.0166013963978,0,9,-1.9173804816670483,1,2,5,1,3,2,0,0,7,3,-0.3167735134841442,1,0
622,1,0.0052828473032,0,0,-0.016594434065291246,0,5,2,0,5,1,0,0,1,5,-1.4742859231399834,0,0
623,1,0.0052828473032,0,9,1.052597717710697,1,1,4,0,4,4,0,0,2,5,-0.3167735134841442,1,1
624,1,0.0052828473032,0,9,1.111997281698252,1,1,4,0,5,4,0,1,1,6,-0.3167735134841442,1,0
625,1,0.0628910393237,1,9,-1.9767800456546032,1,1,2,1,5,3,0,0,3,2,-0.3167735134841442,1,1
626,0,2.5274724894351,0,11,1.111997281698252,1,1,4,1,2,4,0,1,4,2,0.2619826913437755,1,1
627,0,0.5930304701494,0,6,0.16160425789737348,1,1,1,1,2,3,0,1,1,5,-0.8955297183120637,0,1
628,0,0.276463987662,0,11,1.111997281698252,1,1,4,0,1,3,0,1,7,4,0.2619826913437755,1,0
629,0,0.8553596401785,0,9,1.111997281698252,1,1,4,0,1,4,0,1,2,4,-0.3167735134841442,1,0
630,0,0.5145392250991,0,5,1.111997281698252,1,3,2,1,2,2,0,1,1,4,-1.0007581191898673,0,1
631,0,0.3622198212136,0,12,-0.016594434065291246,1,1,3,0,1,4,0,0,2,6,1.1564240988051058,2,0
632,0,0.3874726192067,0,13,0.2804033858724833,1,1,4,0,1,4,0,1,2,5,1.6825661031941237,2,0
633,0,1.7663538331079,0,6,0.5180016418227029,1,2,2,1,2,2,1,1,4,4,-0.8955297183120637,0,1
634,0,1.6398605245651,0,12,-0.3135922540030658,1,1,4,0,1,4,0,0,2,4,1.1564240988051058,2,0
635,0,2.7598122907525,0,9,-0.19479312602795598,1,3,4,0,1,4,0,1,2,2,-0.3167735134841442,1,0
636,0,0.6769611727989,0,13,1.111997281698252,1,1,3,0,1,4,1,1,2,6,1.6825661031941237,2,0
637,0,1.2989560458847,0,11,-0.6105900739408403,1,1,3,1,2,4,0,0,2,5,0.2619826913437755,1,1
638,0,0.4968216004272,1,13,0.10220469390981857,1,1,5,0,1,4,0,1,4,5,1.6825661031941237,2,0
639,0,3.0182275851306,0,3,0.7555998977729226,1,1,3,1,2,1,0,1,2,2,-1.2112149209454746,0,1
640,0,0.3463719401655,0,13,1.111997281698252,1,1,4,1,2,4,0,1,2,6,1.6825661031941237,2,1
641,0,0.9215459629595,0,13,0.5774012058102579,1,1,4,0,1,4,0,1,2,6,1.6825661031941237,2,0
642,0,0.2393923199156,0,9,1.111997281698252,1,4,4,1,2,4,0,1,1,6,-0.3167735134841442,1,1
643,0,0.3422221598041,0,10,1.111997281698252,1,1,5,0,1,4,0,1,2,5,-0.053702511289635234,1,0
644,0,6.2997978925164,1,7,-1.8579809176794935,0,1,3,1,2,3,0,0,2,4,-0.7376871169953584,0,1
645,0,0.3301506647307,0,12,1.052597717710697,1,1,5,1,2,4,0,1,2,5,1.1564240988051058,2,1
646,0,0.3263729848596,0,7,1.111997281698252,1,1,3,1,2,3,0,1,1,4,-0.7376871169953584,0,1
647,0,0.8084628512632,0,1,0.2210038218849284,1,1,2,0,1,1,1,0,1,4,-1.4216717227010816,0,0
648,0,1.9925577141852,0,3,0.9337985897355873,1,1,4,0,1,1,1,0,2,2,-1.2112149209454746,0,0
649,0,0.3270138664085,0,12,1.052597717710697,1,1,4,0,1,4,0,1,1,6,1.1564240988051058,2,0
651,0,0.9958947362187,0,4,1.111997281698252,1,2,1,0,1,2,1,1,1,4,-1.1059865200676708,0,0
652,0,0.3024785352022,0,9,1.111997281698252,1,1,4,0,1,4,0,1,1,4,-0.3167735134841442,1,0
653,0,1.673771258844,0,13,-0.9075878938786148,1,1,3,0,1,4,0,1,6,6,1.6825661031941237,2,0
654,0,0.8951419911968,0,13,-0.6699896379283953,1,1,4,1,2,4,0,1,5,5,1.6825661031941237,2,1
655,0,0.2393923199156,1,8,1.111997281698252,1,1,1,1,2,4,1,1,1,6,-0.5272303152397513,0,1
656,0,0.7122749281373,0,13,0.6368007697978127,1,1,3,0,1,4,0,1,2,5,1.6825661031941237,2,0
657,0,0.5736215959373,0,10,0.5774012058102579,1,1,3,0,1,4,0,1,2,4,-0.053702511289635234,1,0
658,0,0.7545304894136,0,6,0.6962003337853676,1,1,4,0,1,2,0,1,2,2,-0.8955297183120637,0,0
659,0,4.9026444507195,0,7,-1.8579809176794935,0,1,4,1,2,3,0,0,1,5,-0.7376871169953584,0,1
661,0,0.7661656933077,0,10,-0.3135922540030658,1,1,2,1,2,3,1,1,4,5,-0.053702511289635234,1,1
662,0,0.2393923199156,0,9,0.9337985897355873,1,1,4,1,2,4,0,1,2,4,-0.3167735134841442,1,1
663,0,2.7139661605975,0,8,0.5180016418227029,1,3,2,1,2,2,0,1,4,4,-0.5272303152397513,0,1
664,0,0.3753903985825,0,8,1.111997281698252,1,1,3,0,1,3,0,1,2,4,-0.5272303152397513,0,0
665,0,0.3883564177613,0,10,1.111997281698252,1,1,3,1,2,2,0,1,6,5,-0.053702511289635234,1,1
666,0,1.361626038746,0,13,-1.0857865858412796,1,5,3,0,1,4,0,1,6,6,1.6825661031941237,2,0
667,0,3.3930701403635,0,9,0.7555998977729226,1,1,3,0,1,4,0,1,2,2,-0.3167735134841442,1,0
669,0,0.2951362629776,0,8,0.9931981537231422,1,1,4,1,2,4,0,1,1,6,-0.5272303152397513,0,1
670,0,0.5066624288741,0,13,0.33980294986003823,1,1,4,0,1,4,0,1,4,5,1.6825661031941237,2,0
671,0,0.5423428816117,0,13,0.042805129922263666,0,1,2,0,1,4,0,1,4,5,1.6825661031941237,2,0
672,0,0.3603747826392,0,5,0.8743990257480324,0,1,3,0,1,2,0,1,1,4,-1.0007581191898673,0,0
673,0,0.9572424103281,0,13,-0.016594434065291246,1,1,2,0,1,4,0,0,3,6,1.6825661031941237,2,0
674,0,0.3756168432357,0,13,1.111997281698252,1,4,3,0,1,4,0,1,2,6,1.6825661031941237,2,0
676,0,0.241167028357,0,9,1.052597717710697,1,1,4,1,2,4,0,1,2,4,-0.3167735134841442,1,1
677,0,1.5573930980698,0,11,1.111997281698252,1,1,3,1,2,2,0,1,8,4,0.2619826913437755,1,1
678,0,0.2393923199156,0,11,0.9337985897355873,1,1,4,1,2,4,0,1,2,5,0.2619826913437755,1,1
679,0,0.2393923199156,0,4,1.111997281698252,1,1,4,1,2,2,0,1,1,3,-1.1059865200676708,0,1
680,0,0.2393923199156,0,9,0.9931981537231422,1,1,5,1,2,4,0,1,1,6,-0.3167735134841442,1,1
681,0,1.6615304888935,0,10,-0.19479312602795598,1,1,4,1,2,4,0,1,3,6,-0.053702511289635234,1,1
682,0,0.8200337335231,0,13,-1.2045857138163893,1,1,5,0,1,4,0,0,1,6,1.6825661031941237,2,0
683,0,0.2393923199156,0,3,0.9931981537231422,1,1,4,0,1,1,0,0,3,5,-1.2112149209454746,0,0
684,0,0.2950126897096,0,6,1.111997281698252,1,1,4,0,1,2,0,0,2,4,-0.8955297183120637,0,0
685,0,4.2684282752018,0,10,1.111997281698252,1,1,4,1,2,4,1,1,1,2,-0.053702511289635234,1,1
686,0,0.9057805842846,0,10,1.111997281698252,1,3,5,0,1,4,0,1,2,5,-0.053702511289635234,1,0
687,0,0.9807630132026,0,5,1.111997281698252,1,1,4,1,2,2,0,1,1,2,-1.0007581191898673,0,1
688,0,1.0103219189985,0,9,-1.2639852778039444,0,1,3,0,1,2,0,1,6,4,-0.3167735134841442,1,0
689,0,0.908451341722,0,5,1.111997281698252,1,1,3,0,1,2,0,1,1,2,-1.0007581191898673,0,0
690,0,1.0235828477086,1,1,-1.7391817897043835,0,1,4,0,1,1,0,0,1,4,-1.4216717227010816,0,0
691,0,0.8311095793219,0,12,0.2804033858724833,0,1,2,0,1,4,0,1,4,5,1.1564240988051058,2,0
692,0,0.8206139681131,0,12,-0.3729918179906207,1,1,5,1,2,4,0,1,5,5,1.1564240988051058,2,1
693,0,5.4215211404015,0,5,-2.095579173629713,1,3,5,0,1,1,0,0,6,2,-1.0007581191898673,0,0
694,0,0.8703914681004,0,9,-1.0857865858412796,1,3,4,0,1,3,0,1,4,4,-0.3167735134841442,1,0
695,0,0.2961320917867,0,7,1.111997281698252,1,1,3,1,2,3,0,0,2,4,-0.7376871169953584,0,1
696,0,0.523866220116,0,11,0.9931981537231422,1,1,3,1,2,4,0,1,2,4,0.2619826913437755,1,1
697,0,0.8177333734324,0,10,0.6368007697978127,1,1,4,1,2,4,0,1,2,5,-0.053702511289635234,1,1
698,0,1.1482691855971,0,11,-0.9075878938786148,1,1,4,1,2,4,0,1,4,6,0.2619826913437755,1,1
699,0,2.0712072795761,0,12,-1.8579809176794935,1,1,4,1,2,4,0,0,5,5,1.1564240988051058,2,1
700,0,1.2289530529655,0,11,-0.6105900739408403,0,4,4,1,2,3,0,1,6,5,0.2619826913437755,1,1
701,0,0.5002734085081,0,11,1.111997281698252,1,1,2,0,1,4,1,1,2,4,0.2619826913437755,1,0
702,0,0.2393923199156,0,9,1.111997281698252,1,1,4,1,2,4,1,1,2,3,-0.3167735134841442,1,1
703,0,0.618813438948,0,11,0.2804033858724833,1,1,5,0,1,4,0,1,3,6,0.2619826913437755,1,0
704,0,1.3362561891833,0,5,0.7555998977729226,0,1,3,0,1,2,0,1,3,2,-1.0007581191898673,0,0
705,0,0.3233013329154,0,10,0.8743990257480324,1,1,2,0,1,2,1,1,7,4,-0.053702511289635234,1,0
706,0,1.0106365856891,1,5,-0.016594434065291246,0,1,3,1,2,2,0,1,2,6,-1.0007581191898673,0,1
707,0,0.5206740262556,0,12,0.6962003337853676,1,1,4,0,1,4,0,1,2,6,1.1564240988051058,2,0
708,0,0.9212254221541,0,9,-0.7887887659035051,0,1,4,0,1,2,0,1,5,5,-0.3167735134841442,1,0
709,0,0.6769611727989,0,12,0.9931981537231422,1,1,4,0,1,4,0,1,2,6,1.1564240988051058,2,0
710,0,0.654877119483,0,10,0.9931981537231422,1,1,4,0,1,4,0,1,2,6,-0.053702511289635234,1,0
711,0,1.3809359751456,0,13,-0.7887887659035051,1,1,4,0,1,4,0,1,4,6,1.6825661031941237,2,0
712,0,4.1184272994424,0,0,-2.095579173629713,1,1,4,0,1,1,0,0,4,4,-1.4742859231399834,0,0
714,0,0.7112911229879,0,13,0.6368007697978127,1,1,4,0,1,4,0,1,4,5,1.6825661031941237,2,0
715,0,0.2393923199156,0,11,1.111997281698252,1,1,2,1,2,4,1,1,2,6,0.2619826913437755,1,1
716,0,1.0138658585524,0,12,-0.25419269001551087,1,1,5,1,2,4,0,1,4,5,1.1564240988051058,2,1
717,0,0.4990486032338,0,9,1.111997281698252,1,1,3,1,2,4,1,1,2,4,-0.3167735134841442,1,1
718,0,0.5183780693863,0,7,1.111997281698252,1,1,4,0,1,3,0,1,2,4,-0.7376871169953584,0,0
719,0,0.4230047043093,0,10,-0.19479312602795598,1,1,3,0,1,2,0,1,6,5,-0.053702511289635234,1,0
720,0,4.1543441031027,1,10,-0.3729918179906207,1,1,3,1,2,3,0,1,4,2,-0.053702511289635234,1,1
721,0,1.4850420531053,0,13,0.5774012058102579,1,2,4,0,1,4,0,1,2,6,1.6825661031941237,2,0
722,0,0.7063720972411,0,13,-0.016594434065291246,1,1,4,0,1,4,0,1,5,6,1.6825661031941237,2,0
724,0,1.7041003207304,1,10,-1.0857865858412796,0,1,2,1,2,3,0,0,5,4,-0.053702511289635234,1,1
725,0,0.467964980186,0,2,1.111997281698252,1,4,2,0,1,1,0,1,1,4,-1.316443321823278,0,0
726,0,0.4611937709566,0,12,0.6368007697978127,1,1,4,1,2,4,0,1,2,4,1.1564240988051058,2,1
727,0,0.3208866136816,0,13,0.8149994617604774,1,1,3,0,1,4,0,1,2,6,1.6825661031941237,2,0
728,0,0.3772505792408,0,4,1.052597717710697,1,1,3,1,2,2,0,1,1,4,-1.1059865200676708,0,1
729,0,0.4218222412536,1,4,0.5774012058102579,1,1,1,0,1,2,1,1,2,5,-1.1059865200676708,0,0
730,0,0.3214556846088,0,12,0.8743990257480324,1,1,5,1,2,4,0,1,2,6,1.1564240988051058,2,1
731,0,0.2393923199156,0,11,1.111997281698252,1,1,4,0,1,4,1,1,2,6,0.2619826913437755,1,0
732,0,0.6844857715701,0,9,-0.19479312602795598,1,1,4,1,2,4,0,0,1,6,-0.3167735134841442,1,1
733,0,0.3557904456494,0,9,1.111997281698252,1,1,4,0,1,4,0,1,2,6,-0.3167735134841442,1,0
734,0,0.3322246599347,0,9,0.5180016418227029,1,1,4,0,1,3,0,1,3,5,-0.3167735134841442,1,0
735,0,2.1459299984822,0,3,0.33980294986003823,1,1,3,1,2,1,0,1,1,2,-1.2112149209454746,0,1
736,0,0.618813438948,0,13,0.3992025138475931,1,1,3,0,1,4,0,0,2,6,1.6825661031941237,2,0
737,0,0.4898837146209,0,8,1.111997281698252,1,1,3,0,1,3,1,1,2,4,-0.5272303152397513,0,0
739,0,0.2393923199156,0,11,1.111997281698252,1,1,3,1,2,4,0,0,2,4,0.2619826913437755,1,1
740,0,0.9662990495278,0,11,1.111997281698252,1,1,3,1,2,4,1,1,2,4,0.2619826913437755,1,1
741,0,3.5896275397125,1,7,-0.5511905099532854,0,2,3,1,2,2,0,1,3,4,-0.7376871169953584,0,1
742,0,1.4532818991373,0,12,0.33980294986003823,1,1,5,1,2,4,0,1,5,6,1.1564240988051058,2,1
743,0,0.6798903040115,0,12,0.458602077835148,1,1,3,1,2,4,1,0,2,4,1.1564240988051058,2,1
744,0,0.6687668916384,0,11,0.5774012058102579,1,1,5,1,2,4,0,1,2,6,0.2619826913437755,1,1
745,0,0.3557904456494,1,3,0.6962003337853676,1,1,1,0,1,1,1,1,2,6,-1.2112149209454746,0,0
746,0,0.8338199980642,0,5,-0.6105900739408403,1,1,2,0,1,2,0,0,1,5,-1.0007581191898673,0,0
747,0,0.8755114768632,0,11,0.2210038218849284,1,4,4,1,2,4,0,1,2,4,0.2619826913437755,1,1
749,0,0.3322399621921,0,12,0.10220469390981857,1,1,3,1,2,4,0,1,2,5,1.1564240988051058,2,1
750,0,0.4137905568112,0,12,0.7555998977729226,1,1,4,1,2,4,1,1,1,4,1.1564240988051058,2,1
752,0,1.9915508771429,0,11,-1.9173804816670483,0,1,4,0,1,4,0,0,1,4,0.2619826913437755,1,0
753,0,1.3407503243487,0,4,0.9931981537231422,0,1,3,0,1,2,0,1,2,2,-1.1059865200676708,0,0
754,0,0.2393923199156,1,4,1.111997281698252,0,1,2,1,2,2,1,1,1,4,-1.1059865200676708,0,1
755,0,0.8233151712032,0,8,0.6368007697978127,1,1,4,1,2,4,0,1,1,5,-0.5272303152397513,0,1
757,0,0.7125495416858,0,10,0.9337985897355873,1,1,3,0,1,4,0,0,2,5,-0.053702511289635234,1,0
758,0,0.5144617349291,0,13,1.052597717710697,1,5,3,0,1,4,0,1,2,6,1.6825661031941237,2,0
759,0,1.0103219189985,0,11,-0.84818832989106,0,1,4,0,1,4,0,1,3,4,0.2619826913437755,1,0
760,0,0.2393923199156,0,11,1.111997281698252,1,1,4,1,2,4,0,1,1,5,0.2619826913437755,1,1
761,0,0.2393923199156,0,8,1.111997281698252,1,1,3,1,2,4,1,0,1,6,-0.5272303152397513,0,1
762,0,0.2956235342503,0,12,0.6962003337853676,1,1,3,0,1,4,0,1,1,6,1.1564240988051058,2,0
763,0,1.7281134279876,1,2,0.5774012058102579,1,1,2,1,2,1,0,1,1,2,-1.316443321823278,0,1
764,0,0.2678887998187,0,11,1.111997281698252,1,1,5,1,2,4,0,1,2,5,0.2619826913437755,1,1
765,0,0.2650449519567,0,9,1.111997281698252,1,1,2,1,2,4,0,1,2,4,-0.3167735134841442,1,1
766,0,0.9425055807024,0,12,1.111997281698252,1,1,4,0,1,4,1,1,3,4,1.1564240988051058,2,0
767,0,4.92565385471,0,10,-1.6797822257168287,1,3,4,1,2,4,0,1,3,5,-0.053702511289635234,1,1
768,0,0.4017151151782,0,2,0.6962003337853676,1,1,3,1,2,1,0,0,1,6,-1.316443321823278,0,1
769,0,0.6388380860217,0,7,0.16160425789737348,1,1,1,1,2,3,0,0,2,4,-0.7376871169953584,0,1
770,0,0.347761505712,0,11,0.9931981537231422,1,1,4,1,2,4,0,1,2,4,0.2619826913437755,1,1
771,0,0.4680338600506,0,12,1.111997281698252,1,1,4,0,1,4,0,1,2,6,1.1564240988051058,2,0
772,0,0.4269714348226,1,8,0.2210038218849284,1,1,2,0,1,2,1,1,6,5,-0.5272303152397513,0,0
773,0,1.7589373229058,0,5,1.111997281698252,1,1,5,1,2,2,1,0,2,2,-1.0007581191898673,0,1
774,0,0.3940707780132,0,12,-0.13539356204040107,0,1,2,0,1,4,0,0,2,5,1.1564240988051058,2,0
775,0,2.2980290170928,0,9,0.10220469390981857,1,1,3,1,2,4,0,1,2,2,-0.3167735134841442,1,1
776,0,0.6519538022801,0,9,0.9337985897355873,1,1,4,1,2,4,0,1,2,4,-0.3167735134841442,1,1
777,0,1.1841386216026,0,13,-0.5511905099532854,1,1,3,0,1,4,0,1,4,6,1.6825661031941237,2,0
778,0,0.6147478011446,0,12,-0.13539356204040107,1,1,3,0,1,4,0,1,3,6,1.1564240988051058,2,0
779,0,4.5073123863861,0,10,-1.5015835337541639,0,1,3,1,2,4,0,0,2,6,-0.053702511289635234,1,1
780,0,1.7843237223137,0,8,-0.3729918179906207,1,4,4,1,2,3,0,1,2,4,-0.5272303152397513,0,1
781,0,0.4551421845273,0,4,0.2804033858724833,0,1,1,0,1,2,1,0,1,4,-1.1059865200676708,0,0
782,0,0.8612448288671,0,13,1.052597717710697,1,1,2,1,2,4,0,1,2,2,1.6825661031941237,2,1
783,0,0.3970875509479,0,5,1.111997281698252,1,1,2,0,1,2,1,1,2,6,-1.0007581191898673,0,0
784,0,1.1057479841217,0,12,-1.0857865858412796,0,1,3,0,1,4,0,1,3,5,1.1564240988051058,2,0
785,0,0.8045484608226,0,3,1.111997281698252,1,1,4,1,2,2,0,1,0,2,-1.2112149209454746,0,1
786,0,2.5301624228944,0,7,0.7555998977729226,1,1,2,0,1,3,1,1,2,2,-0.7376871169953584,0,0
787,0,0.3769684483666,1,6,1.052597717710697,1,1,2,0,1,2,1,1,2,5,-0.8955297183120637,0,0
788,0,3.1849554991436,0,13,-0.3729918179906207,1,5,3,1,2,4,0,1,4,6,1.6825661031941237,2,1
789,0,1.2425459036428,0,12,0.6368007697978127,0,1,4,0,1,4,1,1,3,5,1.1564240988051058,2,0
790,0,0.3874726192067,0,7,0.16160425789737348,1,1,4,0,1,3,0,0,1,6,-0.7376871169953584,0,0
791,0,0.4355566869605,0,7,0.2210038218849284,1,1,3,1,2,3,0,1,2,3,-0.7376871169953584,0,1
792,0,0.3615342384284,0,11,1.052597717710697,1,1,2,1,2,4,1,0,1,5,0.2619826913437755,1,1
793,0,0.2845445331087,0,13,0.9337985897355873,1,1,4,0,1,4,0,1,3,5,1.6825661031941237,2,0
794,0,5.6938164377007,0,7,-0.9669874578661698,0,1,3,0,1,3,0,0,1,2,-0.7376871169953584,0,0
795,0,0.2500526005551,0,11,0.8743990257480324,1,1,4,0,1,4,0,1,2,6,0.2619826913437755,1,0
796,0,0.2393923199156,0,9,1.111997281698252,1,1,3,1,2,4,1,1,1,6,-0.3167735134841442,1,1
797,0,1.299561598974,0,12,1.111997281698252,1,1,4,0,1,4,0,1,2,6,1.1564240988051058,2,0
798,0,1.0336038245554,0,11,-0.49179094596573053,1,1,1,0,1,4,0,1,3,5,0.2619826913437755,1,0
799,0,6.2997978925164,0,5,-1.7985813536919386,1,1,4,0,1,2,0,0,1,2,-1.0007581191898673,0,0
800,0,4.4853619124137,0,12,0.5774012058102579,1,1,4,0,1,4,0,1,2,2,1.1564240988051058,2,0
801,0,0.7936773730943,0,11,1.111997281698252,1,1,4,0,1,4,0,1,2,2,0.2619826913437755,1,0
802,0,0.4820825614326,0,12,0.10220469390981857,1,1,4,0,1,4,0,1,2,5,1.1564240988051058,2,0
803,0,0.5381196557134,0,13,-0.016594434065291246,1,1,3,1,2,4,0,1,3,6,1.6825661031941237,2,1
804,0,0.2449269026914,0,11,1.111997281698252,0,1,4,1,2,4,0,1,2,6,0.2619826913437755,1,1
